[7l----system---- ----total-cpu-usage---- ------memory-usage----- ---load-avg---
     time     |usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m 
12-05 14:18:50|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.41 1.74 1.07
12-05 14:18:51|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.38 1.75 1.08
12-05 14:18:52|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.38 1.75 1.08
12-05 14:18:53|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.38 1.75 1.08
12-05 14:18:54|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.38 1.75 1.08
12-05 14:18:55|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.38 1.75 1.08
12-05 14:18:56|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.35 1.75 1.08
12-05 14:18:57|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.35 1.75 1.08
12-05 14:18:58|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.35 1.75 1.08
12-05 14:18:59|  2   0  97   0   0   0|18.8G  101M 3804M  732G|2.35 1.75 1.08
12-05 14:19:00|  5   1  94   0   0   0|18.7G  101M 3804M  732G|2.35 1.75 1.08
12-05 14:19:01|  3   0  96   1   0   0|18.7G  101M 3804M  732G|2.32 1.75 1.09
12-05 14:19:02|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.32 1.75 1.09
12-05 14:19:03|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.32 1.75 1.09
12-05 14:19:04|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.32 1.75 1.09
12-05 14:19:05|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.32 1.75 1.09
12-05 14:19:06|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.21 1.74 1.09
12-05 14:19:07|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.21 1.74 1.09
12-05 14:19:08|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.21 1.74 1.09
12-05 14:19:09|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.21 1.74 1.09
12-05 14:19:10|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.21 1.74 1.09
12-05 14:19:11|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.20 1.75 1.09
12-05 14:19:12|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.20 1.75 1.09
12-05 14:19:13|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.20 1.75 1.09
12-05 14:19:14|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.20 1.75 1.09
12-05 14:19:15|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.20 1.75 1.09
12-05 14:19:16|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.18 1.75 1.10
12-05 14:19:17|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.18 1.75 1.10
12-05 14:19:18|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.18 1.75 1.10
12-05 14:19:19|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.18 1.75 1.10
12-05 14:19:20|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.18 1.75 1.10
12-05 14:19:21|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.25 1.77 1.11
12-05 14:19:22|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.25 1.77 1.11
12-05 14:19:23|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.25 1.77 1.11
12-05 14:19:24|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.25 1.77 1.11
12-05 14:19:25|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.25 1.77 1.11
12-05 14:19:26|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.23 1.78 1.11
12-05 14:19:27|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.23 1.78 1.11
12-05 14:19:28|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.23 1.78 1.11
12-05 14:19:29|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.23 1.78 1.11
12-05 14:19:30|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.23 1.78 1.11
12-05 14:19:31|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.29 1.80 1.12
12-05 14:19:32|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.29 1.80 1.12
12-05 14:19:33|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.29 1.80 1.12
12-05 14:19:34|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.29 1.80 1.12
12-05 14:19:35|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.29 1.80 1.12
12-05 14:19:36|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.82 1.13
12-05 14:19:37|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.82 1.13
12-05 14:19:38|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.82 1.13
12-05 14:19:39|  3   0  96   1   0   0|18.8G  101M 3805M  732G|2.35 1.82 1.13
12-05 14:19:40|  3   0  97   0   0   0|18.8G  101M 3805M  732G|2.35 1.82 1.13
12-05 14:19:41|  3   0  96   0   0   0|18.7G  101M 3805M  732G|2.32 1.82 1.14
12-05 14:19:42|  3   0  97   0   0   0|18.8G  101M 3805M  732G|2.32 1.82 1.14
12-05 14:19:43|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.32 1.82 1.14
12-05 14:19:44|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.32 1.82 1.14
12-05 14:19:45|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.32 1.82 1.14
12-05 14:19:46|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.37 1.84 1.15
12-05 14:19:47|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.37 1.84 1.15
12-05 14:19:48|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.37 1.84 1.15
12-05 14:19:49|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.37 1.84 1.15
12-05 14:19:50|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.37 1.84 1.15
12-05 14:19:51|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.34 1.84 1.15
12-05 14:19:52|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.34 1.84 1.15
12-05 14:19:53|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.34 1.84 1.15
12-05 14:19:54|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.34 1.84 1.15
12-05 14:19:55|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.34 1.84 1.15
12-05 14:19:56|  3   0  97   0   0   0|18.7G  101M 3803M  732G|2.40 1.86 1.16
12-05 14:19:57|  3   0  97   0   0   0|18.8G  101M 3803M  732G|2.40 1.86 1.16
12-05 14:19:58|  3   0  97   0   0   0|18.7G  101M 3803M  732G|2.40 1.86 1.16
12-05 14:19:59|  3   0  97   0   0   0|18.7G  101M 3803M  732G|2.40 1.86 1.16
12-05 14:20:00|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.40 1.86 1.16
12-05 14:20:01|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.36 1.86 1.16
12-05 14:20:02|  3   0  97   0   0   0|18.7G  101M 3802M  732G|2.36 1.86 1.16
12-05 14:20:03|  3   0  97   0   0   0|18.7G  101M 3802M  732G|2.36 1.86 1.16
12-05 14:20:04|  3   0  97   0   0   0|18.8G  101M 3804M  732G|2.36 1.86 1.16
12-05 14:20:05|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.36 1.86 1.16
12-05 14:20:06|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.41 1.88 1.17
12-05 14:20:07|  3   0  97   0   0   0|18.8G  101M 3805M  732G|2.41 1.88 1.17
12-05 14:20:08|  3   0  97   0   0   0|18.8G  101M 3805M  732G|2.41 1.88 1.17
12-05 14:20:09|  3   0  97   0   0   0|18.7G  101M 3805M  732G|2.41 1.88 1.17
12-05 14:20:10|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.41 1.88 1.17
12-05 14:20:11|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.38 1.88 1.18
12-05 14:20:12|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.38 1.88 1.18
12-05 14:20:13|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.38 1.88 1.18
12-05 14:20:14|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.38 1.88 1.18
12-05 14:20:15|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.38 1.88 1.18
12-05 14:20:16|  3   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.89 1.18
12-05 14:20:17|  2   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.89 1.18
12-05 14:20:18|  2   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.89 1.18
12-05 14:20:19|  2   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.89 1.18
12-05 14:20:20|  2   0  97   0   0   0|18.7G  101M 3804M  732G|2.35 1.89 1.18
12-05 14:20:21|  2   0  97   0   0   0|18.7G  101M 3804M  732G|2.32 1.89 1.19
12-05 14:20:22|  2   0  97   0   0   0|18.7G  101M 3804M  732G|2.32 1.89 1.19
12-05 14:20:23|  2   1  97   0   0   0|18.3G  101M 3804M  732G|2.32 1.89 1.19
12-05 14:20:24|  3   1  97   0   0   0|18.5G  101M 3804M  732G|2.32 1.89 1.19
12-05 14:20:25|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.32 1.89 1.19
12-05 14:20:26|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.30 1.89 1.19
12-05 14:20:27|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.30 1.89 1.19
12-05 14:20:28|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.30 1.89 1.19
12-05 14:20:29|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.30 1.89 1.19
12-05 14:20:30|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.30 1.89 1.19
12-05 14:20:31|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.27 1.89 1.20
12-05 14:20:32|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.27 1.89 1.20
12-05 14:20:33|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.27 1.89 1.20
12-05 14:20:34|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.27 1.89 1.20
12-05 14:20:35|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.27 1.89 1.20
12-05 14:20:36|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.25 1.89 1.20
12-05 14:20:37|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.25 1.89 1.20
12-05 14:20:38|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.25 1.89 1.20
12-05 14:20:39|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.25 1.89 1.20
12-05 14:20:40|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.25 1.89 1.20
12-05 14:20:41|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.31 1.91 1.21
12-05 14:20:42|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.31 1.91 1.21
12-05 14:20:43|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.31 1.91 1.21
12-05 14:20:44|  3   0  97   0   0   0|18.5G  101M 3804M  732G|2.31 1.91 1.21
12-05 14:20:45|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.31 1.91 1.21
12-05 14:20:46|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.29 1.91 1.22
12-05 14:20:47|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.29 1.91 1.22
12-05 14:20:48|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.29 1.91 1.22
12-05 14:20:49|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.29 1.91 1.22
12-05 14:20:50|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.29 1.91 1.22
12-05 14:20:51|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.26 1.91 1.22
12-05 14:20:52|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.26 1.91 1.22
12-05 14:20:53|  3   1  96   0   0   0|18.5G  101M 3804M  732G|2.26 1.91 1.22
12-05 14:20:54|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.26 1.91 1.22
12-05 14:20:55|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.26 1.91 1.22
12-05 14:20:56|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.24 1.92 1.22
12-05 14:20:57|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.24 1.92 1.22
12-05 14:20:58|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.24 1.92 1.22
12-05 14:20:59|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.24 1.92 1.22
12-05 14:21:00|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.24 1.92 1.22
12-05 14:21:01|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.92 1.23
12-05 14:21:02|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.92 1.23
12-05 14:21:03|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.92 1.23
12-05 14:21:04|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.92 1.23
12-05 14:21:05|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.92 1.23
12-05 14:21:06|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.92 1.23
12-05 14:21:07|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.92 1.23
12-05 14:21:08|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.92 1.23
12-05 14:21:09|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.92 1.23
12-05 14:21:10|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.92 1.23
12-05 14:21:11|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.92 1.24
12-05 14:21:12|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.92 1.24
12-05 14:21:13|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.92 1.24
12-05 14:21:14|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.92 1.24
12-05 14:21:15|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.92 1.24
12-05 14:21:16|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.92 1.24
12-05 14:21:17|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.92 1.24
12-05 14:21:18|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.92 1.24
12-05 14:21:19|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.92 1.24
12-05 14:21:20|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.92 1.24
12-05 14:21:21|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.92 1.24
12-05 14:21:22|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.92 1.24
12-05 14:21:23|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.92 1.24
12-05 14:21:24|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.92 1.24
12-05 14:21:25|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.92 1.24
12-05 14:21:26|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.15 1.92 1.25
12-05 14:21:27|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.15 1.92 1.25
12-05 14:21:28|  2   1  97   0   0   0|18.4G  101M 3804M  732G|2.15 1.92 1.25
12-05 14:21:29|  3   1  97   0   0   0|18.5G  101M 3804M  732G|2.15 1.92 1.25
12-05 14:21:30|  2   0  97   1   0   0|18.5G  101M 3804M  732G|2.15 1.92 1.25
12-05 14:21:31|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.13 1.93 1.25
12-05 14:21:32|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.13 1.93 1.25
12-05 14:21:33|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.13 1.93 1.25
12-05 14:21:34|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.13 1.93 1.25
12-05 14:21:35|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.13 1.93 1.25
12-05 14:21:36|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.12 1.93 1.26
12-05 14:21:37|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.12 1.93 1.26
12-05 14:21:38|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.12 1.93 1.26
12-05 14:21:39|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.12 1.93 1.26
12-05 14:21:40|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.12 1.93 1.26
12-05 14:21:41|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.11 1.93 1.26
12-05 14:21:42|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.11 1.93 1.26
12-05 14:21:43|  3   0  97   0   0   0|18.5G  101M 3804M  732G|2.11 1.93 1.26
12-05 14:21:44|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.11 1.93 1.26
12-05 14:21:45|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.11 1.93 1.26
12-05 14:21:46|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.26
12-05 14:21:47|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.26
12-05 14:21:48|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.26
12-05 14:21:49|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.26
12-05 14:21:50|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.26
12-05 14:21:51|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.27
12-05 14:21:52|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.27
12-05 14:21:53|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.27
12-05 14:21:54|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.27
12-05 14:21:55|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.10 1.93 1.27
12-05 14:21:56|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.95 1.28
12-05 14:21:57|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.95 1.28
12-05 14:21:58|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.95 1.28
12-05 14:21:59|  2   1  97   0   0   0|18.3G  101M 3804M  732G|2.17 1.95 1.28
12-05 14:22:00|  3   1  96   0   0   0|18.5G  101M 3804M  732G|2.17 1.95 1.28
12-05 14:22:01|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.95 1.28
12-05 14:22:02|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.95 1.28
12-05 14:22:03|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.95 1.28
12-05 14:22:04|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.95 1.28
12-05 14:22:05|  3   0  97   0   0   0|18.5G  101M 3804M  732G|2.16 1.95 1.28
12-05 14:22:06|  3   0  97   0   0   0|18.5G  101M 3796M  732G|2.22 1.97 1.29
12-05 14:22:07|  2   0  97   1   0   0|18.5G  101M 3805M  732G|2.22 1.97 1.29
12-05 14:22:08|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.97 1.29
12-05 14:22:09|  2   1  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.97 1.29
12-05 14:22:10|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.22 1.97 1.29
12-05 14:22:11|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.97 1.29
12-05 14:22:12|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.97 1.29
12-05 14:22:13|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.97 1.29
12-05 14:22:14|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.97 1.29
12-05 14:22:15|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.20 1.97 1.29
12-05 14:22:16|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.97 1.30
12-05 14:22:17|  3   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.97 1.30
12-05 14:22:18|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.97 1.30
12-05 14:22:19|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.97 1.30
12-05 14:22:20|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.19 1.97 1.30
12-05 14:22:21|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.97 1.30
12-05 14:22:22|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.97 1.30
12-05 14:22:23|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.97 1.30
12-05 14:22:24|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.97 1.30
12-05 14:22:25|  2   0  97   0   0   0|18.5G  101M 3804M  732G|2.17 1.97 1.30
12-05 14:22:26|  2   1  97   0   0   0|18.3G  101M 3804M  732G|2.16 1.97 1.31
12-05 14:22:27|  3   1  96   0   0   0|18.5G  102M 3804M  732G|2.16 1.97 1.31
12-05 14:22:28|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.97 1.31
12-05 14:22:29|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.97 1.31
12-05 14:22:30|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.97 1.31
12-05 14:22:31|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.07 1.95 1.30
12-05 14:22:32|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.07 1.95 1.30
12-05 14:22:33|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.07 1.95 1.30
12-05 14:22:34|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.07 1.95 1.30
12-05 14:22:35|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.07 1.95 1.30
12-05 14:22:36|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.06 1.95 1.31
12-05 14:22:37|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.06 1.95 1.31
12-05 14:22:38|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.06 1.95 1.31
12-05 14:22:39|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.06 1.95 1.31
12-05 14:22:40|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.06 1.95 1.31
12-05 14:22:41|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.14 1.97 1.32
12-05 14:22:42|  3   0  97   0   0   0|18.5G  102M 3804M  732G|2.14 1.97 1.32
12-05 14:22:43|  2   0  97   1   0   0|18.5G  102M 3804M  732G|2.14 1.97 1.32
12-05 14:22:44|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.14 1.97 1.32
12-05 14:22:45|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.14 1.97 1.32
12-05 14:22:46|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.13 1.97 1.32
12-05 14:22:47|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.97 1.32
12-05 14:22:48|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.97 1.32
12-05 14:22:49|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.97 1.32
12-05 14:22:50|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.97 1.32
12-05 14:22:51|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.20 1.99 1.33
12-05 14:22:52|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.20 1.99 1.33
12-05 14:22:53|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.20 1.99 1.33
12-05 14:22:54|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.20 1.99 1.33
12-05 14:22:55|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.20 1.99 1.33
12-05 14:22:56|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.18 1.99 1.33
12-05 14:22:57|  3   1  96   0   0   0|18.5G  102M 3807M  732G|2.18 1.99 1.33
12-05 14:22:58|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.18 1.99 1.33
12-05 14:22:59|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.18 1.99 1.33
12-05 14:23:00|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.18 1.99 1.33
12-05 14:23:01|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.09 1.97 1.33
12-05 14:23:02|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.09 1.97 1.33
12-05 14:23:03|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.09 1.97 1.33
12-05 14:23:04|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.09 1.97 1.33
12-05 14:23:05|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.09 1.97 1.33
12-05 14:23:06|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.99 1.34
12-05 14:23:07|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.99 1.34
12-05 14:23:08|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.16 1.99 1.34
12-05 14:23:09|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.99 1.34
12-05 14:23:10|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 1.99 1.34
12-05 14:23:11|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.15 1.99 1.34
12-05 14:23:12|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 1.99 1.34
12-05 14:23:13|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 1.99 1.34
12-05 14:23:14|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.15 1.99 1.34
12-05 14:23:15|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 1.99 1.34
12-05 14:23:16|  2   0  97   0   0   0|18.5G  102M 3807M  732G|2.13 1.99 1.35
12-05 14:23:17|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.99 1.35
12-05 14:23:18|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.99 1.35
12-05 14:23:19|  3   0  97   0   0   0|18.5G  102M 3805M  732G|2.13 1.99 1.35
12-05 14:23:20|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.13 1.99 1.35
12-05 14:23:21|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.20 2.01 1.36
12-05 14:23:22|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.20 2.01 1.36
12-05 14:23:23|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.20 2.01 1.36
12-05 14:23:24|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.20 2.01 1.36
12-05 14:23:25|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.20 2.01 1.36
12-05 14:23:26|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.01 1.36
12-05 14:23:27|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.01 1.36
