[7l----system---- ----total-cpu-usage---- ------memory-usage----- ---load-avg---
     time     |usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m 
12-05 14:52:25|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.89 1.72 1.72
12-05 14:52:26|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.82 1.71 1.72
12-05 14:52:27|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.82 1.71 1.72
12-05 14:52:28|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.82 1.71 1.72
12-05 14:52:29|  2   0  98   0   0   0|16.0G  103M 3824M  735G|1.82 1.71 1.72
12-05 14:52:30|  1   0  99   0   0   0|16.0G  103M 3824M  735G|1.82 1.71 1.72
12-05 14:52:31|  5   1  95   0   0   0|15.9G  103M 3824M  735G|1.91 1.73 1.73
12-05 14:52:32|  3   0  97   0   0   0|15.9G  103M 3824M  735G|1.91 1.73 1.73
12-05 14:52:33|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.91 1.73 1.73
12-05 14:52:34|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.91 1.73 1.73
12-05 14:52:35|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.91 1.73 1.73
12-05 14:52:36|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.84 1.72 1.72
12-05 14:52:37|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.84 1.72 1.72
12-05 14:52:38|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.84 1.72 1.72
12-05 14:52:39|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.84 1.72 1.72
12-05 14:52:40|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.84 1.72 1.72
12-05 14:52:41|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.77 1.71 1.72
12-05 14:52:42|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.77 1.71 1.72
12-05 14:52:43|  3   0  97   0   0   0|16.0G  103M 3830M  735G|1.77 1.71 1.72
12-05 14:52:44|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.77 1.71 1.72
12-05 14:52:45|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.77 1.71 1.72
12-05 14:52:46|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.79 1.71 1.72
12-05 14:52:47|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.79 1.71 1.72
12-05 14:52:48|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.79 1.71 1.72
12-05 14:52:49|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.79 1.71 1.72
12-05 14:52:50|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.79 1.71 1.72
12-05 14:52:51|  2   0  98   0   0   0|16.0G  103M 3824M  735G|1.73 1.70 1.72
12-05 14:52:52|  1   0  98   0   0   0|15.6G  103M 3823M  735G|1.73 1.70 1.72
12-05 14:52:53|  5   1  94   0   0   0|16.0G  103M 3823M  735G|1.73 1.70 1.72
12-05 14:52:54|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.73 1.70 1.72
12-05 14:52:55|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.73 1.70 1.72
12-05 14:52:56|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.59 1.67 1.71
12-05 14:52:57|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.59 1.67 1.71
12-05 14:52:58|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.59 1.67 1.71
12-05 14:52:59|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.59 1.67 1.71
12-05 14:53:00|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.59 1.67 1.71
12-05 14:53:01|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.54 1.66 1.70
12-05 14:53:02|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.54 1.66 1.70
12-05 14:53:03|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.54 1.66 1.70
12-05 14:53:04|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.54 1.66 1.70
12-05 14:53:05|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.54 1.66 1.70
12-05 14:53:06|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.66 1.68 1.71
12-05 14:53:07|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.66 1.68 1.71
12-05 14:53:08|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.66 1.68 1.71
12-05 14:53:09|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.66 1.68 1.71
12-05 14:53:10|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.66 1.68 1.71
12-05 14:53:11|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.69 1.69 1.71
12-05 14:53:12|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.69 1.69 1.71
12-05 14:53:13|  1   0  99   0   0   0|16.0G  103M 3823M  735G|1.69 1.69 1.71
12-05 14:53:14|  3   1  97   0   0   0|15.9G  103M 3824M  735G|1.69 1.69 1.71
12-05 14:53:15|  4   0  95   0   0   0|16.0G  103M 3824M  735G|1.69 1.69 1.71
12-05 14:53:16|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.63 1.68 1.71
12-05 14:53:17|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.63 1.68 1.71
12-05 14:53:18|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.63 1.68 1.71
12-05 14:53:19|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.63 1.68 1.71
12-05 14:53:20|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.63 1.68 1.71
12-05 14:53:21|  3   0  97   0   0   0|16.0G  103M 3825M  735G|1.58 1.66 1.70
12-05 14:53:22|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.58 1.66 1.70
12-05 14:53:23|  3   0  97   0   0   0|16.0G  103M 3823M  735G|1.58 1.66 1.70
12-05 14:53:24|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.58 1.66 1.70
12-05 14:53:25|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.58 1.66 1.70
12-05 14:53:26|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.53 1.65 1.70
12-05 14:53:27|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.53 1.65 1.70
12-05 14:53:28|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.53 1.65 1.70
12-05 14:53:29|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.53 1.65 1.70
12-05 14:53:30|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.53 1.65 1.70
12-05 14:53:31|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.57 1.66 1.70
12-05 14:53:32|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.57 1.66 1.70
12-05 14:53:33|  3   0  97   0   0   0|16.0G  103M 3824M  735G|1.57 1.66 1.70
12-05 14:53:34|  2   0  98   0   0   0|16.0G  103M 3824M  735G|1.57 1.66 1.70
